country,unit,date_implemented,date_lifted,measure,level,measure_cat,measure_sub_cat,source,entered_by,reviewed_by
CH,CH-NE,2020-03-11,,Several pupils of a collège in La Chaux-de-Fonds put under quarantine,cantonal,case_management,quarantine and self-quarantine,https://www.ne.ch/medias/Pages/20200311-covid19-ecole-la-chaux-de-fonds.aspx,JB,FK
CH,CH-NE,2020-03-12,,"Cantonal subsidies for canceled events (sporting, cultural, economic, tourism) maintained if funds have already been spent",cantonal,economic,,https://www.ne.ch/medias/Pages/20200312-Ensemble-pour-affronter-une-situation-in%C3%A9dite-et-pr%C3%A9server-les-emplois.aspx,JB,FK
CH,CH-NE,2020-03-12,,Cantonal administrations asked to be flexible in case of delayed payments from affected companies,cantonal,economic,,https://www.ne.ch/medias/Pages/20200312-Ensemble-pour-affronter-une-situation-in%C3%A9dite-et-pr%C3%A9server-les-emplois.aspx,JB,FK
CH,CH-NE,2020-03-12,,Establishment of platform involving public administrations and partners to monitor economic situation,cantonal,other,,https://www.ne.ch/medias/Pages/20200312-Ensemble-pour-affronter-une-situation-in%C3%A9dite-et-pr%C3%A9server-les-emplois.aspx,JB,FK
CH,CH-NE,2020-03-12,,Population encouraged to consume local products to support the economy,cantonal,other,,https://www.ne.ch/medias/Pages/20200312-Ensemble-pour-affronter-une-situation-in%C3%A9dite-et-pr%C3%A9server-les-emplois.aspx,JB,FK
CH,CH-NE,2020-03-13,,Launch of eight triage centers organized by retired doctors,cantonal,case_management,,https://www.ne.ch/medias/Pages/20200313-covid19-renforcement-dispositif-sanitaire.canton-de-neuchatel.aspx,JB,FK
CH,CH-NE,2020-03-16,,Persons showing symptoms of a cold advised to stay at home until 24 hours after symptom resolution and in doubt consider online test www.coronacheck.ch before contacting triage centers.,cantonal,case_management,quarantine and self-quarantine,https://www.ne.ch/medias/Pages/20200313-covid19-renforcement-dispositif-sanitaire.canton-de-neuchatel.aspx,JB,FK
CH,CH-NE,2020-03-16,,Closure of schools,cantonal,public_institutions,closure of schools,https://www.ne.ch/medias/Pages/20200313-covid-fermeture-ecoles-canton-neuchatel.aspx,JB,FK
CH,CH-NE,2020-03-16,,Closure of University,cantonal,public_institutions,closure of universities,https://www.ne.ch/medias/Pages/20200313-covid-fermeture-ecoles-canton-neuchatel.aspx,JB,FK
CH,CH-NE,2020-03-16,,Closure of daycare facilities,cantonal,public_institutions,closure of day care,https://www.ne.ch/medias/Pages/20200313-covid-fermeture-ecoles-canton-neuchatel.aspx,JB,FK
CH,CH-NE,2020-03-15,,Closure of all non-essential shops and businesses (restaurants can stay open until 14.00 on 16 March),cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.ne.ch/medias/Pages/20200315-mesures-urgence-lutte-covid19-canton-de-neuchatel.aspx,JB,FK
CH,CH-NE,2020-03-16,,Closure of all restaurants at 14.00,cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.ne.ch/medias/Pages/20200315-mesures-urgence-lutte-covid19-canton-de-neuchatel.aspx,JB,FK
CH,CH-NE,2020-03-15,,Prohibition of all events other than essential events with less than 20 participants,cantonal,mass_gatherings,ban of events / mass gatherings of > 5 persons,https://www.ne.ch/medias/Pages/20200315-mesures-urgence-lutte-covid19-canton-de-neuchatel.aspx,JB,FK
CH,CH-NE,2020-03-16,,Closure of all counters of the cantonal administration,cantonal,public_institutions,closure of public offices and counters,https://www.ne.ch/medias/Pages/20200315-mesures-urgence-lutte-covid19-canton-de-neuchatel.aspx,JB,FK
CH,CH-NE,2020-03-18,,Cantonal vote on 17 May and communal elections on 14 June postponed,cantonal,other,,https://www.ne.ch/medias/Pages/20200318-report-elections-communales-14-juin-2020.aspx,JB,FK
CH,CH-NE,2020-03-18,,"Declaration of ""situation extraordinaire"" (extraordinary situation) for the canton",cantonal,other,,https://www.ne.ch/medias/Pages/20200318-declaration-ce.aspx,JB,FK
CH,CH-NE,2020-03-18,,Sessions of the cantonal parliament suspended,cantonal,other,,https://www.ne.ch/medias/Pages/20200318-declaration-ce.aspx,JB,FK
CH,CH-NE,2020-03-18,,Semaine neuchâteloise d'actions contre le racisme (scheduled for 16 March - 5 April) canceled,cantonal,other,,https://www.ne.ch/medias/Pages/20200318-annulation-semaine-actions-contre-le-racisme.aspx,JB,FK
CH,CH-NE,2020-03-18,,Canton provides loans without interest to companies with less than four employees,cantonal,economic,,https://www.ne.ch/medias/Pages/20200318-mesures-economie.aspx,JB,FK
CH,CH-NE,2020-03-18,,Launch of cantonal hotline for companies,cantonal,economic,,https://www.ne.ch/medias/Pages/20200318-mesures-economie.aspx,JB,FK
CH,CH-NE,2020-03-19,,Demands for building permissions can no longer be submitted,cantonal,public_institutions,closure of public offices and counters,https://www.ne.ch/medias/Pages/20200319-covi19-permis-de-construire.aspx,JB,FK
CH,CH-NE,2020-03-23,,"Réseau hospitalier neuchâtelois (RHNe) receives army support (90 soldiers trained for hospital work, four ventilators)",cantonal,other,,https://www.ne.ch/medias/Pages/20200322-Renfort-armee-RHNE.aspx,JB,FK
CH,CH-NE,2020-03-23,,Financial support for small and medium-sized companies investing in strategic business units,cantonal,economic,,https://www.ne.ch/medias/Pages/20200323-d%C3%A9ploiement-mesures-economiques.aspx,JB,FK
CH,CH-NE,2020-03-23,,Suspension of various deadlines for payments to the canton and interest rates in case of delayed payment,cantonal,economic,,https://www.ne.ch/medias/Pages/20200323-d%C3%A9ploiement-mesures-economiques.aspx,JB,FK
CH,CH-NE,2020-03-24,,Service de la consommation et des affaires vétérinaires du Canton de Neuchâtel puts in place system to take care for pets of infected persons,cantonal,other,,https://www.ne.ch/medias/Pages/20200324-prise-en-charge-animaux-covid-19.aspx,JB,FK
CH,CH-NE,2020-03-26,,Reinforcement of controls of hygiene measures in work places; cantonal police to support service de l’emploi,cantonal,other,,https://www.ne.ch/medias/Pages/20200326-contr%C3%B4le-lieux-de-travail.aspx,JB,FK
CH,CH-NE,2020-03-26,,Launch of job market platform for medical professionals to signal availability,cantonal,other,,https://www.ne.ch/medias/Pages/20200326-recherche-pro-domaine-sante-covid19.aspx,JB,FK
CH,CH-NE,2020-03-26,,Canton asks commission faîtière of the collective agreement Santé21 to adopt more flexible regulations of working and rest times,cantonal,other,,https://www.ne.ch/medias/Pages/20200326_Infosbreves.aspx,JB,FK
CH,CH-NE,2020-03-26,,Canton asks employers to move forward salary adjustments in the health sector scheduled for December 2020 and proposes loans to finance these,cantonal,economic,,https://www.ne.ch/medias/Pages/20200326_Infosbreves.aspx,JB,FK
CH,CH-NE,2020-03-26,,Deadlines for initiatives and referenda suspended,cantonal,other,,https://www.ne.ch/medias/Pages/20200326_Infosbreves.aspx,JB,FK
CH,CH-NE,2020-03-27,,Launch of platform for volunteer work at www.benevolat-ne.ch,cantonal,other,,https://www.ne.ch/medias/Pages/20200327-gardons-le-cap.aspx,JB,FK
CH,CH-NE,2020-03-27,,Launch of platform https://www.gardonslecap-covid19.ch/ for moral support of population (joinly with canton of Jura),,case_management,,https://www.ne.ch/medias/Pages/20200327-gardons-le-cap.aspx,JB,FK
CH,CH-NE,2020-03-27,,System to provide psychological support created,,other,,https://www.ne.ch/medias/Pages/20200327-gardons-le-cap.aspx,JB,FK
CH,CH-NE,2020-03-27,,Cantonal program to help municipalities support their citizens,,other,,https://www.ne.ch/medias/Pages/20200327-gardons-le-cap.aspx,JB,FK
CH,CH-NE,2020-04-01,,Prohibition of visits to residential care centers (date unclear),cantonal,public_institutions,restriction of access to short- and long-term care facilites,https://www.ne.ch/medias/Pages/20200104-situation-ems.aspx,JB,FK
CH,CH-NE,2020-04-01,,"Reinforcement of measures to protect residential care centers (surveillance by service cantonal de la santé publique, stocking of material, support by cantonal physician, separation into several sub-units; exact date unclear)",cantonal,other,,https://www.ne.ch/medias/Pages/20200104-situation-ems.aspx,JB,FK
CH,CH-NE,2020-04-02,,Re-opening of reception center for asylum seekers in Couvet to increase capacities and respect hygiene regulations,cantonal,other,,https://www.ne.ch/medias/Pages/20200402_Infosbreves.aspx,JB,FK
CH,CH-NE,2020-04-02,,Canton waives rents for publicly owned business facilities for the months of April and May,cantonal,economic,,https://www.ne.ch/medias/Pages/20200402_Renoncementloyers.aspx,JB,FK
CH,CH-NE,2020-04-02,,Canton encourages partly state controlled entities owning business facilities to waive rents for the months of April and May,cantonal,economic,,https://www.ne.ch/medias/Pages/20200402_Renoncementloyers.aspx,JB,FK
CH,CH-NE,2020-04-02,,Canton encuorages banks to re-schedule payment deadlines for loans of real estate owners,cantonal,economic,,https://www.ne.ch/medias/Pages/20200402_Renoncementloyers.aspx,JB,FK
CH,CH-NE,2020-04-02,,Recommendation to avoid journeys by car and bike as far as possible,cantonal,mobility,stay-at-home recommendation,https://www.ne.ch/medias/Pages/20200403_RestonsSolidaires.aspx,,FK
CH,CH-NW,2020-03-03,,ban on events with mor than 200 persons,cantonal,mass_gatherings,ban of events / mass gatherings of > 100 persons,https://www.nw.ch/aktuellesinformationen/63056,MB,FK
CH,CH-NW,2020-03-13,,ban on event with more than 100 persons,cantonal,mass_gatherings,ban of events / mass gatherings of > 100 persons,https://www.nw.ch/_docn/206495/Medienmitteilung_Coronavirus_Veranstaltungsverbot.pdf,MB,FK
CH,CH-NW,2020-03-13,,"restrict access to restaurants, bars and discos: no more than 50 people including employees",cantonal,private_institutions,restriction of access to private institutions,https://www.nw.ch/aktuellesinformationen/63638,MB,FK
CH,CH-NW,2020-03-13,,"close museums, sport centers, public swimming pools and ski resorts",cantonal,public_institutions,"closure of public places (museums, sports facilities, ..)",https://www.nw.ch/_docn/206495/Medienmitteilung_Coronavirus_Veranstaltungsverbot.pdf,MB,FK
CH,CH-NW,2020-03-16,,close schools,cantonal,public_institutions,closure of schools,https://www.nw.ch/_docn/206489/Medienmitteilung_Coronavirus_Schulen.pdf,MB,FK
CH,CH-NW,2020-03-14,,paying visits to patients in a cantonal hospital is prohibited,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.ksnw.ch/media/files/KSNW_Medienmitteilung_Massnahmen-Coronavirus_20200313.pdf,MB,FK
CH,CH-NW,2020-03-27,,"Extension of payment deadlines, Canton also supports population and economy in the field of taxation and duties",cantonal,economic,,https://www.nw.ch/_docn/208291/Medienmitteilung_Verlangerung_Zahlungsfristen.pdf,MB,FK
CH,CH-NW,2020-04-01,,Government Council freezes political deadlines because of coronavirus,cantonal,other,,https://www.nw.ch/aktuellesinformationen/64295,MB,FK
CH,CH-NW,2020-03-11,,cases are isolated at the hospital,cantonal,case_management,isolation and self-isolation,https://www.nw.ch/aktuellesinformationen/63359,FK,FK
CH,CH-NW,2020-03-11,,first cases tested positive,cantonal,case_management,testing,https://www.nw.ch/aktuellesinformationen/63359,FK,FK
CH,CH-ZH,2020-03-17,,ban on hospital and retirement home visits,cantonal,public_institutions,ban of access to short- and long-term care facilites,,SB,FK
CH,CH-ZH,2020-03-17,,classification of hospitals in covid and non covid,cantonal,other,,,SB,FK
CH,CH-ZH,2020-03-17,,hospitals must train their staff in intensive care,cantonal,other,,,SB,FK
CH,CH-ZH,2020-03-17,,special precautions (bodybag) during the burial of covid2019 patients,cantonal,case_management,management of dead bodies,,SB,FK
CH,CH-ZH,2020-03-21,,hospitals cannot perform non-lifesaving or urgent procedure,cantonal,other,,,SB,FK
CH,CH-ZH,2020-04-02,,suspensin of deadlines for referenda and elections,cantonal,other,,https://www.zh.ch/internet/de/aktuell/news/medienmitteilungen/2020/fristenstillstand-bei-volksbegehren-und-wahlen.html,FK,FK
CH,CH-ZH,2020-03-19,,reduction of public transport,cantonal,mobility,reduction of public transport,https://www.zh.ch/internet/de/aktuell/news/medienmitteilungen/2020/coronavirus-weitere-angebotsreduktionen-im-zvv-gebiet.html,FK,FK
CH,CH-ZH,2020-02-27,,first case tested positive,cantonal,case_management,testing,https://www.zh.ch/internet/de/aktuell/news/medienmitteilungen/2020/coronavirus-erster-fall-im-kanton-zuerich.html,FK,FK
CH,CH-ZG,2020-02-28,,ban events larger than 1000 persons,national,mass_gatherings,ban of events / mass gatherings of > 1000 persons,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/aktuell/coronavirus-massnahmen-im-kanton-zug,MBND,FK
CH,CH-ZG,2020-03-03,,contact tracing,cantonal,case_management,contact tracing,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-kanton-zug-haelt-an-contact-tracing-fest,MBND,FK
CH,CH-ZG,2020-03-03,2020-03-09,event registration 200 people max,cantonal,mass_gatherings,event permit required,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-covid-19-meldepflicht-fuer-veranstaltungen-im-kanton-zug,MBND,FK
CH,CH-ZG,2020-03-03,,contacts of first case in Zug are to self-quarantine,,case_management,quarantine and self-quarantine,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-sars-cov-2-erste-person-aus-dem-kanton-zug-infiziert,MBND,FK
CH,CH-ZG,2020-03-03,,symptomatic people should stay at home,cantonal,case_management,quarantine and self-quarantine,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-covid-19-meldepflicht-fuer-veranstaltungen-im-kanton-zug,MBND,FK
CH,CH-ZG,2020-03-04,,event registration events of any size if participants with recent travel to countries with cases present at event,cantonal,mass_gatherings,event permit required,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-covid-19-meldepflicht-fuer-veranstaltungen-im-kanton-zug,MBND,FK
CH,CH-ZG,2020-03-06,,local businesses asked to communicate guidelines,cantonal,other,,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/kanton-zug-passt-meldepflicht-fuer-veranstaltungen-an,MBND,FK
CH,CH-ZG,2020-03-09,,event registration 150 people max,cantonal,mass_gatherings,event permit required,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/kanton-zug-passt-meldepflicht-fuer-veranstaltungen-an,MBND,FK
CH,CH-ZG,2020-03-09,,suspected cases of respiratory disease are to stay home until 24h after symptoms disappear,cantonal,case_management,isolation and self-isolation,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-schutz-von-besonders-gefaehrdeten-personen-im-fokus,MBND,FK
CH,CH-ZG,2020-03-09,,focused testing / not widespread,cantonal,case_management,testing,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-schutz-von-besonders-gefaehrdeten-personen-im-fokus,MBND,FK
CH,CH-ZG,2020-03-09,,testing capacity expanded to allow GPs to conduct tests,cantonal,case_management,testing,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-schutz-von-besonders-gefaehrdeten-personen-im-fokus,MBND,FK
CH,CH-ZG,2020-03-09,,GPs and emergency services are only to be contacted via telephone,cantonal,other,,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-schutz-von-besonders-gefaehrdeten-personen-im-fokus,MBND,FK
